,,,"Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6"
1983/01/27,1983,27,,,,,,,9.5,0.4,0.5,,7,,2.4,8.5,-1.2,0.4,,5,,1.6,6,-1.8,0.4,,6,,3.4
1983/01/28,1983,28,,,,,,,6.8,-3.7,0.6,,12,,1.4,6.6,-9.8,0.5,,8,,0.9,6.4,-7.1,0.5,,15,,1.6
1983/01/29,1983,29,,,,,,,5.8,-3.5,0.5,,10,,3.2,4.8,-9.8,0.4,,8,,1.3,1.3,-6.6,0.4,,11,,2.3
1983/01/30,1983,30,,,,,,,4.2,-5.3,0.5,,13,,2.2,1.4,-9.9,0.4,,8,,1.8,2.9,-8.7,0.4,,7,,1.3
1983/01/31,1983,31,,,,,,,6.2,-6.7,0.4,,18,,2.8,6.1,-12,0.3,,14,,1.2,4.7,-9,0.3,,20,,1.9
1983/02/01,1983,32,,,,,,,-0.1,-8,0.4,,11,,2.2,-2.1,-13.7,0.3,,9,,1.4,0.8,-11.6,0.3,,14,,0.9
1983/02/02,1983,33,,,,,,,2.7,-10.7,0.4,,15,,1.8,0.4,-15.8,0.3,,8,,1.2,0.3,-12.9,0.3,,12,,0.9
1983/02/03,1983,34,,,,,,,-0.9,-10,0.2,,19,,4.6,1,-16.4,0.2,,14,,1.4,1.4,-12.8,0.2,,23,,2.1
1983/02/04,1983,35,,,,,,,2.4,-6.9,0.3,,17,,3.8,2.2,-11.6,0.2,,13,,1.2,3.4,-11.2,0.2,,21,,1.6
1983/02/05,1983,36,,,,,,,2.9,-7.6,0.4,,17,,1.9,0.2,-13.2,0.3,,14,,1.2,2.1,-10.2,0.3,,21,,1.3
1983/02/06,1983,37,,,,,,,7,-8,0.4,,21,,2.9,2.8,-14.2,0.3,,13,,1.5,2.8,-9.6,0.3,,23,,1.9
1983/02/07,1983,38,,,,,,,4.9,-3,0.5,,12,,3.7,4.6,-7.7,0.5,,7,,2.3,1.4,-6.6,0.5,,10,,2.7
1983/02/08,1983,39,,,,,,,8.5,-0.6,0.7,,4,,1.5,3.7,-5.8,0.6,,4,,0.8,2.2,-3.6,0.6,,6,,1.8
1983/02/09,1983,40,,,,,,,10.4,-0.2,0.6,,8,,2.7,5.9,-5.1,0.5,,7,,1.4,4.8,-5,0.5,,10,,2.1
1983/02/10,1983,41,,,,,,,4.4,-3,0.6,,7,,2.1,1.6,-9,0.5,,6,,1.5,-0.2,-8.7,0.4,,7,,1.8
1983/02/11,1983,42,,,,,,,11.6,-4.5,0.4,,21,,2.6,9.3,-10.8,0.4,,17,,1.4,7.2,-9.7,0.4,,28,,1
1983/02/12,1983,43,,,,,,,12,-0.1,0.4,,14,,2.6,10.5,-5.5,0.5,,11,,1.4,7.5,-2.3,0.4,,17,,2.2
1983/02/13,1983,44,,,,,,,7.8,-1.2,0.6,,4,,2.7,4.9,-4,0.6,,3,,1.6,3.1,-4,0.5,,5,,2.8
1983/02/14,1983,45,,,,,,,8,-2.7,0.6,,21,,1.7,9.5,-5.7,0.5,,18,,1.4,-0.8,-3.7,0.5,,22,,1.7
1983/02/15,1983,46,,,,,,,8.9,-4.2,0.5,,20,,2.2,5.7,-9.8,0.4,,14,,1.3,-0.9,-7.7,0.5,,24,,1.1
1983/02/16,1983,47,,,,,,,7.1,-2.6,0.5,,20,,2.3,4.9,-7.6,0.5,,14,,1.6,-0.8,-8.5,0.5,,17,,1.8
1983/02/17,1983,48,,,,,,,12.7,-2.7,0.4,,16,,2.4,11,-7.9,0.4,,12,,1.3,-1.1,-15.3,0.3,,18,,1.7
1983/02/18,1983,49,,,,,,,13.9,-0.2,0.4,,14,,5,12.5,-2.5,0.5,,11,,3,1.5,-17.2,0.4,,15,,3.5
1983/02/19,1983,50,,,,,,,4.4,-5.8,0.6,,9,,2.6,0.3,-11,0.5,,6,,2.2,-1.6,-2.6,0.5,,8,,2.1
1983/02/20,1983,51,,,,,,,9,-6.3,0.4,,26,,2.4,6.5,-12,0.3,,19,,1.3,-1.7,-4.6,0.5,,31,,1
1983/02/21,1983,52,,,,,,,11.6,-3.4,0.4,,24,,2.6,12.8,-9.3,0.4,,17,,1.3,-1.9,-4.2,0.4,,26,,1.1
1983/02/22,1983,53,,,,,,,11.4,-1.2,0.4,,17,,2.6,13.1,-6.8,0.4,,13,,1.3,-2.3,-5.3,0.4,,20,,1
1983/02/23,1983,54,,,,,,,16.2,-1.4,0.4,,27,,2.5,15.8,-6.2,0.4,,18,,1.4,-1.2,-5.5,0.4,,32,,1.1
1983/02/24,1983,55,,,,,,,18.8,4.4,0.4,,27,,2.8,18.2,-3.3,0.4,,19,,1.3,0.5,-4.4,0.5,,33,,1.1
1983/02/25,1983,56,,,,,,,11.5,1.4,0.6,,22,,3.4,9,-2.8,0.5,,17,,1.7,0.7,-3.4,0.5,,28,,2.2
1983/02/26,1983,57,,,,,,,4.7,-1.1,0.6,,4,,3,3.4,-3.6,0.6,,4,,1.5,-2,-4.2,0.5,,5,,2.3
1983/02/27,1983,58,,,,,,,4.4,-3,0.6,,5,,2,3.5,-7.8,0.5,,4,,0.7,-2.4,-3.4,0.5,,5,,1.3
1983/02/28,1983,59,,,,,,,11.1,-0.8,0.7,,21,,2.7,8.6,-5.2,0.6,,15,,1.5,-1.1,-3,0.5,,20,,2.1
1983/03/01,1983,60,,,,,,,12.8,4.7,0.7,,14,,4.1,10.4,1.3,0.7,,10,,2,-0.3,-1.1,0.5,,13,,3.1
1983/03/02,1983,61,,,,,,,13.4,4.1,0.6,,14,,3.2,10.4,0.1,0.6,,10,,1.4,1.4,-0.9,0.6,,14,,2.1
1983/03/03,1983,62,,,,,,,11.7,3.1,0.6,,15,,3,13.7,-1.7,0.6,,13,,1.5,4.4,-1.2,0.5,,18,,2.3
1983/03/04,1983,63,,,,,,,5.4,1.5,0.7,,7,,2.1,2,-1.5,0.6,,6,,1.2,1.1,-1.6,0.5,,9,,1
1983/03/05,1983,64,,,,,,,8.7,0.8,0.7,,13,,2.4,5.3,-2.2,0.6,,12,,2,1.2,-4.8,0.5,,16,,1.7
1983/03/06,1983,65,,,,,,,8.6,-1.4,0.6,,20,,2.5,6.2,-5.7,0.5,,20,,1.5,2.9,-4.9,0.5,,30,,2.1
1983/03/07,1983,66,,,,,,,5.1,0.4,0.7,,6,,2,3,-3.9,0.6,,5,,1.3,-0.2,-4.8,0.5,,8,,1.7
1983/03/08,1983,67,,,,,,,11.4,1.3,0.7,,19,,2.3,11.8,-3.2,0.5,,10,,1.2,3,-3.9,0.5,,23,,1.3
1983/03/09,1983,68,,,,,,,15.4,2.1,0.6,,32,,2.5,16.5,-3,0.5,,11,,1.2,10.8,-4.3,0.5,,35,,0.9
1983/03/10,1983,69,,,,,,,17.4,4.5,0.6,,28,,2.7,18.8,-1.7,0.6,,14,,1.3,11.9,-0.4,0.5,,31,,1.3
1983/03/11,1983,70,,,,,,,15.3,4.4,0.7,,19,,3.4,13.8,-0.9,0.7,,12,,1.6,11.3,0.7,0.6,,19,,2.2
1983/03/12,1983,71,,,,,,,14,1.6,0.7,,21,,3.1,15.9,-4.9,0.6,,15,,1.5,12.2,-1.9,0.5,,29,,1.9
1983/03/13,1983,72,,,,,,,11.5,3.9,0.7,,7,,3,10.2,-0.3,0.7,,6,,1.4,6,0.7,0.5,,10,,2.3
1983/03/14,1983,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983/03/15,1983,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983/03/16,1983,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983/03/17,1983,76,,,,,,,3.9,-0.6,0.6,,8,,2,3.6,-3.2,0.6,,5,,1,0.5,-4.1,0.4,,10,,1.5
1983/03/18,1983,77,,,,,,,7.4,-2,0.6,,30,,1.8,7.9,-5.1,0.5,,21,,1.6,0.6,-7.8,0.4,,29,,1.5
1983/03/19,1983,78,,,,,,,4.1,-6.6,0.5,,20,,1.8,1.6,-10.5,0.4,,12,,1.6,-3.1,-7,0.4,,18,,1.4
1983/03/20,1983,79,,,,,,,6,-8.7,0.3,,38,,2.3,6.3,-13.9,0.3,,25,,1.7,-2.1,-4.5,0.4,,33,,1.2
1983/03/21,1983,80,,,,,,,9.4,-4.8,0.4,,30,,2.1,11.2,-11.1,0.4,,21,,1.3,-1.7,-4.9,0.4,,33,,1.1
1983/03/22,1983,81,,,,,,,10.4,-1.4,0.7,,18,,1.7,7.5,-2.5,0.6,,14,,1.3,-1.1,-2.4,0.5,,20,,1.9
1983/03/23,1983,82,,,,,,,1.9,-5.3,0.6,,11,,3,-1.2,-10,0.5,,5,,2.2,-1.1,-1.4,0.5,,13,,1.8
1983/03/24,1983,83,,,,,,,2.1,-5.4,0.5,,15,,3,5.7,-9.9,0.4,,9,,2,-1.4,-1.7,0.5,,19,,1.8
1983/03/25,1983,84,,,,,,,3.5,-3,0.6,,20,,2.9,1.1,-5.1,0.5,,10,,2.7,-1.7,-1.8,0.5,,15,,1.7
1983/03/26,1983,85,,,,,,,7,-2.8,0.5,,34,,2.4,6.7,-6.4,0.5,,21,,2.1,-1.8,-1.9,0.5,,35,,1.6
1983/03/27,1983,86,,,,,,,8.7,-3,0.5,,28,,3.4,8,-7.6,0.4,,16,,1.7,-1.9,-2,0.5,,29,,2.2
1983/03/28,1983,87,,,,,,,11.5,-2.7,0.5,,24,,1.7,10.4,-5.5,0.4,,15,,1.3,-2,-2,0.5,,24,,1.5
1983/03/29,1983,88,,,,,,,12.9,-2.7,0.4,,28,,1.8,7.8,-5.6,0.4,,17,,1.4,-1.9,-2,0.5,,29,,1.8
1983/03/30,1983,89,,,,,,,15,3.9,0.6,,28,,3.5,13,-0.1,0.6,,17,,2.1,-1.9,-2,0.5,,29,,3
1983/03/31,1983,90,,,,,,,11.8,-1.4,0.6,,8,,2.8,9,-3.1,0.6,,5,,2,-1.7,-1.8,0.5,,7,,2.3
1983/04/01,1983,91,,,,,,,10.1,-2.9,0.5,,31,,1.8,9.8,-5.9,0.4,,16,,1.6,-1.7,-1.7,0.5,,26,,1.3
1983/04/02,1983,92,,,,,,,12.6,-2.5,0.5,,15,,2.4,12.2,-5.3,0.5,,10,,1.4,-1.7,-1.7,0.5,,16,,1.9
1983/04/03,1983,93,,,,,,,1.2,-5.4,0.4,,18,,3.1,-2.7,-7.6,0.4,,10,,2.5,-1.7,-1.8,0.5,,13,,1.8
1983/04/04,1983,94,,,,,,,2.7,-5.2,0.3,,29,,8.1,3.1,-6.9,0.2,,24,,4.6,-1.5,-1.8,0.5,,41,,9
1983/04/05,1983,95,,,,,,,5.8,-6,0.2,,35,,5.2,6.5,-8.2,0.2,,27,,2.5,-1.6,-1.7,0.5,,45,,6.8
1983/04/06,1983,96,,,,,,,8.4,-6.6,0.2,,45,,4.5,9.9,-10.3,0.2,,30,,1.2,-1.7,-1.9,0.5,,42,,2.9
1983/04/07,1983,97,,,,,,,8.9,-6.4,0.2,,44,,2.4,7.7,-12.4,0.2,,32,,1.5,-1.9,-2.3,0.5,,46,,1.7
1983/04/08,1983,98,,,,,,,11.7,-2.8,0.4,,37,,2.6,10.2,-6.6,0.4,,28,,1.7,-2.3,-2.5,0.5,,36,,1.8
1983/04/09,1983,99,,,,,,,14.7,0.2,0.4,,42,,3.1,14,-4.8,0.4,,30,,1.7,-2.4,-2.6,0.5,,43,,2
1983/04/10,1983,100,,,,,,,11.6,2.7,0.5,,24,,4.1,12.6,-0.4,0.5,,17,,2.2,-2.2,-2.4,0.5,,26,,2.6
1983/04/11,1983,101,,,,,,,3.1,-1.5,0.6,,10,,2,2.6,-2.7,0.6,,9,,1.8,-2,-2.2,0.5,,19,,1.3
1983/04/12,1983,102,,,,,,,4.3,-2.3,0.5,,12,,1.9,6.5,-5.5,0.4,,12,,1.3,-1.9,-2,0.5,,23,,1.4
1983/04/13,1983,103,,,,,,,6.5,-3.1,0.3,,30,,3.9,9,-6.6,0.3,,21,,1.8,-1.9,-1.9,0.5,,42,,4.1
1983/04/14,1983,104,,,,,,,7.6,-2.3,0.4,,37,,3,6.8,-7,0.3,,23,,1.4,-1.9,-2.1,0.5,,39,,1.5
1983/04/15,1983,105,,,,,,,10,-3.1,0.3,,45,,2.5,9.9,-7.5,0.3,,30,,1.6,-2.1,-2.5,0.5,,47,,1.4
1983/04/16,1983,106,,,,,,,12.5,-1.7,0.3,,46,,2.6,13.1,-6.6,0.3,,33,,1.6,-2.1,-2.4,0.5,,47,,1.5
1983/04/17,1983,107,,,,,,,17.5,0.9,0.3,,48,,2.7,21.9,-4.6,0.4,,35,,1.5,-1.9,-2.1,0.5,,48,,1.3
1983/04/18,1983,108,,,,,,,15.2,4,0.5,,21,,4.2,17.3,0.4,0.5,,16,,1.7,-1.8,-1.9,0.5,,22,,2.2
1983/04/19,1983,109,,,,,,,15.7,4.1,0.7,,35,,2.5,15.2,-0.9,0.6,,21,,1.1,-1.9,-2,0.5,,28,,1.4
1983/04/20,1983,110,,,,,,,14.1,3.4,0.7,,22,,2.5,13.3,0.1,0.7,,15,,1.2,-1.8,-2,0.5,,22,,1.4
1983/04/21,1983,111,,,,,,,11.4,2.9,0.9,,11,,2.4,13.1,-0.7,0.7,,11,,1.1,-1.8,-2.1,0.5,,13,,1.6
1983/04/22,1983,112,,,,,,,13.3,3.2,0.9,,9,,1.7,15,-1.1,0.7,,9,,0.9,-1.7,-2.2,0.5,,14,,1.1
1983/04/23,1983,113,,,,,,,19.5,4.6,0.7,,30,,2.6,19.3,-2.1,0.6,,23,,1.3,0.3,-2.4,0.5,,38,,1.2
1983/04/24,1983,114,,,,,,,17.5,2.5,0.6,,29,,5.2,15.4,-0.3,0.6,,21,,2.6,4.4,-1.6,0.5,,30,,3
1983/04/25,1983,115,,,,,,,7,-3,0.6,,7,,2.1,3.6,-7,0.5,,10,,1.2,-1.6,-2.7,0.5,,13,,1.6
1983/04/26,1983,116,,,,,,,10.2,-3.4,0.5,,28,,2.3,11.6,-7.9,0.4,,25,,1.1,-1.9,-2.4,0.5,,37,,1.1
1983/04/27,1983,117,,,,,,,11.5,0.4,0.7,,16,,1.9,12.3,-1.6,0.6,,12,,1,-1.8,-2.1,0.5,,20,,1.3
1983/04/28,1983,118,,,,,,,12.5,2.7,0.8,,16,,3.2,11.5,-1.7,0.7,,12,,1.5,-1.5,-2.1,0.5,,20,,1.9
1983/04/29,1983,119,,,,,,,13.3,5.3,0.8,,19,,3.5,11.5,-0.1,0.7,,13,,1.6,0.4,-2.2,0.5,,21,,2.1
1983/04/30,1983,120,,,,,,,7.6,-0.3,0.8,,13,,3.2,5.6,-1.2,0.7,,7,,1.5,-0.7,-2.2,0.5,,12,,2.3
1983/05/01,1983,121,,,,,,,8,-0.2,0.7,,9,,1.7,7.3,-1.8,0.6,,9,,0.9,-2.1,-2.4,0.5,,17,,1.4
1983/05/02,1983,122,,,,,,,11.5,1.4,0.8,,17,,2.1,9.6,-1.6,0.7,,13,,1.2,-1.8,-2.4,0.5,,21,,1.4
1983/05/03,1983,123,,,,,,,13.5,3.67,0.7,,34,,2.7,11,-0.9,0.6,,23,,1.6,0.8,-2.3,0.5,,32,,1.6
1983/05/04,1983,124,,,,,,,17.8,2.94,0.6,,44,,3.4,15.5,-2.5,0.5,,31,,1.6,4.8,-3.1,0.5,,46,,1.6
1983/05/05,1983,125,,,,,,,13.8,3.2,0.7,,24,,3.6,10.5,-0.5,0.6,,20,,1.8,6.2,-1.6,0.5,,29,,2.1
1983/05/06,1983,126,,,,,,,11,0.8,0.7,,17,,3.4,8.1,-1.6,0.6,,15,,2.6,3.7,-3.4,0.5,,20,,2.2
1983/05/07,1983,127,,,,,,,17,2.2,0.5,,46,,3.3,14.3,-2.4,0.4,,35,,1.8,11.3,-4.6,0.5,,51,,1.4
1983/05/08,1983,128,,,,,,,20.2,4.9,0.5,,36,,3.6,17,1.1,0.5,,29,,2.3,10.9,0.7,0.5,,40,,2.6
1983/05/09,1983,129,,,,,,,8.4,-0.8,0.4,,33,,2.7,5.9,-3.6,0.4,,24,,2.2,5.1,-5.5,0.4,,37,,2
1983/05/10,1983,130,,,,,,,4.7,0.2,0.5,,15,,2.8,5.5,-1.6,0.4,,11,,1.2,4.4,-3.9,0.4,,19,,2.6
1983/05/11,1983,131,,,,,,,0.7,-3.8,0.5,,10,,1.8,-1,-4.2,0.5,,8,,2.4,-2.4,-5,0.4,,11,,1.8
1983/05/12,1983,132,,,,,,,13.1,-2.7,0.6,,27,,1.6,10,-4.1,0.5,,17,,1.5,-1.4,-2.6,0.5,,31,,1.9
1983/05/13,1983,133,,,,,,,10.7,-0.1,0.5,,47,,3.8,13.3,-6,0.4,,33,,1.3,-1.4,-2.5,0.5,,52,,3.1
1983/05/14,1983,134,,,,,,,10.1,1.1,0.5,,26,,3.3,7.6,-3.2,0.5,,17,,1.3,-2,-2.9,0.5,,23,,1.4
1983/05/15,1983,135,,,,,,,14,0.7,0.6,,19,,2.7,10.4,-2.3,0.6,,14,,1.4,-1.2,-3.6,0.5,,22,,1.7
1983/05/16,1983,136,,,,,,,5.3,-1.3,0.6,,12,,2.1,3.8,-2.7,0.5,,9,,1.5,-1.4,-2.2,0.5,,13,,1.4
1983/05/17,1983,137,,,,,,,13.8,1.1,0.7,,25,,2.3,10.7,-1.8,0.6,,26,,1.5,-1.2,-1.6,0.5,,35,,1.6
1983/05/18,1983,138,,,,,,,9.4,3.4,0.8,,10,,2.2,7,-1.8,0.6,,8,,1.3,-1.5,-1.9,0.5,,13,,1.6
1983/05/19,1983,139,,,,,,,13.1,1.4,0.8,,17,,2.4,11.3,-1.6,0.6,,15,,1.1,-0.8,-1.7,0.5,,30,,1.2
1983/05/20,1983,140,,,,,,,16.3,4,0.7,,37,,3,14,-1.6,0.6,,25,,1.7,2.5,-1.7,0.5,,42,,1.4
1983/05/21,1983,141,,,,,,,20.6,5.7,0.7,,38,,3.2,17.5,-0.9,0.6,,26,,2,7.8,-1.1,0.6,,41,,1.7
1983/05/22,1983,142,,,,,,,20.8,6.5,0.6,,51,,2.8,17.6,0.4,0.5,,36,,2,12.9,0.1,0.5,,52,,1.5
1983/05/23,1983,143,,,,,,,23.8,8.4,0.5,,51,,2.8,21,1.6,0.5,,36,,2,17.2,3.4,0.5,,54,,1.5
1983/05/24,1983,144,,,,,,,26.9,11.1,0.5,,51,,2.9,23.3,4.6,0.5,,36,,2.2,21.9,7.9,0.4,,54,,1.4
1983/05/25,1983,145,,,,,,,27.4,12.4,0.5,,52,,3,25.3,6,0.5,,35,,1.9,23.9,8.2,0.4,,52,,1.1
1983/05/26,1983,146,,,,,,,28,13.4,0.5,,51,,2.8,25,7,0.5,,37,,2.2,25.2,9.7,0.3,,53,,1.3
1983/05/27,1983,147,,,,,,,29.4,14.3,0.5,,50,,2.9,27.4,7,0.6,,31,,1.6,26.5,10.6,0.4,,45,,1.6
1983/05/28,1983,148,,,,,,,30.1,14.8,0.5,,52,,3.4,27.4,6.1,0.6,,38,,1.7,27.5,13.1,0.4,,54,,2.7
1983/05/29,1983,149,,,,,,,29.5,16,0.5,,43,,2.8,25.6,7.5,0.6,,31,,1.6,27.1,12.3,0.4,,44,,1.7
1983/05/30,1983,150,,,,,,,25,9.5,0.7,,51,,4.4,22.6,7.1,0.8,,38,,1.7,23.5,4.8,0.6,,53,,2.6
1983/05/31,1983,151,,,,,,,18.3,8.6,0.8,,24,,4.7,16.1,2.1,0.7,,17,,1.7,12,3.8,0.6,,24,,3.6
1983/06/01,1983,152,,,,,,,20.5,7.2,1.1,,20,,2.3,16.9,-4.1,0.7,,21,,1.2,18.8,3.7,0.8,,35,,1.5
1983/06/02,1983,153,,,,,,,17.8,7.9,1.1,,20,,2.1,14.2,-5.7,0.7,,17,,1.1,16.5,3.9,0.8,,23,,1.2
1983/06/03,1983,154,,,,,,,22.3,7.7,1.1,,47,,2.7,19.2,-6.2,0.6,,35,,1.6,20.6,5.4,0.8,,52,,1.7
1983/06/04,1983,155,,,,,,,19.2,7.4,1.2,,33,,2.2,17.1,-2.6,0.3,,23,,1.5,17.8,3,0.7,,31,,1.6
1983/06/05,1983,156,,,,,,,21.1,6.6,1.1,,45,,2.6,18.3,-3.7,0.3,,24,,1.5,17.9,3.2,0.6,,38,,1
1983/06/06,1983,157,,,,,,,21.2,8.4,1,,49,,2.7,19.1,-5.6,0.3,,27,,1.6,19.5,7.4,0.6,,39,,1.3
1983/06/07,1983,158,,,,,,,24.6,8.7,0.9,,49,,2.4,21.5,-2,0.3,,35,,1.5,22.3,7,0.4,,54,,1.4
1983/06/08,1983,159,,,,,,,24.8,10.9,1.1,,37,,2.4,22.6,4.2,0.4,,29,,1.4,22.7,9.1,0.5,,46,,1.5
1983/06/09,1983,160,,,,,,,22.3,9.6,1.1,,42,,2.6,19.3,-0.5,0.4,,29,,1.5,20.3,8.5,0.5,,42,,1.4
1983/06/10,1983,161,,,,,,,25.4,10.6,0.9,,48,,2.9,23.6,2.4,0.4,,37,,1.5,23.9,9.3,0.4,,54,,1.5
1983/06/11,1983,162,,,,,,,21.3,7.1,1.1,,11,,2.2,15.4,-1,0.4,,9,,1.2,16.3,1.6,0.5,,13,,1.6
1983/06/12,1983,163,,,,,,,14.4,2.8,0.8,,13,,2.4,11.3,-4.2,0.3,,26,,1.8,11.6,-0.3,0.4,,35,,1.4
1983/06/13,1983,164,,,,,,,15.8,3,0.8,,35,,2.2,13,-3.7,0.3,,21,,1.4,12.4,-1.3,0.4,,29,,1.2
1983/06/14,1983,165,,,,,,,22.3,5,0.6,,54,,2.5,18.7,-4.6,0.3,,37,,1.5,19.2,2.9,0.2,,55,,1.3
1983/06/15,1983,166,,,,,,,25.4,9.9,0.7,,42,,2.5,22.2,2.5,0.3,,32,,1.3,22.8,9.9,0.3,,45,,1.5
1983/06/16,1983,167,,,,,,,22.3,8.7,0.8,,50,,2.7,20.3,0.9,0.3,,36,,1.6,20.3,7.9,0.3,,54,,1.6
1983/06/17,1983,168,,,,,,,27.8,10.9,0.7,,49,,3.5,25.7,3.6,0.3,,38,,1.7,26.4,10.1,0.3,,54,,1.8
1983/06/18,1983,169,,,,,,,25.7,12.3,0.6,,50,,2.9,23.7,7.7,0.3,,38,,1.7,23.2,10.7,0.3,,54,,1.7
1983/06/19,1983,170,,,,,,,22.8,8,0.8,,51,,2.6,20.5,1.8,0.3,,38,,1.5,22.3,7.5,0.3,,54,,1.3
1983/06/20,1983,171,,,,,,,26.4,7.7,0.8,,48,,2.3,24.1,2,0.3,,37,,1.2,25,7,0.3,,9,,1.2
1983/06/21,1983,172,,,,,,,24.4,8,1.1,,50,,2.3,21.1,-0.2,0.4,,38,,1.4,23.7,8.1,0.3,,10,,1.6
1983/06/22,1983,173,,,,,,,28.5,11.8,0.6,,52,,3.8,26.6,3.7,0.4,,40,,1.5,27.6,11.9,0.3,,10,,1.5
1983/06/23,1983,174,,,,,,,27.9,15.4,0.5,,47,,3.6,27.1,7.6,0.3,,36,,1.3,27.6,15.1,0.3,,19,,1.4
1983/06/24,1983,175,,,,,,,29.2,16,0.6,,45,,2.9,26.6,9.8,0.3,,36,,1.3,27.5,13.9,0.3,,50,,1.5
1983/06/25,1983,176,,,,,,,25.7,13.9,1,,32,,2.1,22.9,7.4,0.4,,29,,1.1,25.7,13,0.3,,37,,0.9
1983/06/26,1983,177,,,,,,,28.5,15.5,0.8,,30,,2.9,24.9,9.4,0.3,,26,,1,26.4,12.5,0.3,,33,,1.4
1983/06/27,1983,178,,,,,,,28.7,14.2,0.8,,48,,2.9,25.4,7.7,0.3,,42,,1.3,27.3,10.7,0.4,,53,,1.4
1983/06/28,1983,179,,,,,,,23.9,9.7,0.8,,50,,2.4,21.4,1.4,0.3,,43,,1.4,23,8.2,0.4,,54,,0.9
1983/06/29,1983,180,,,,,,,27.2,12.8,0.7,,38,,2.8,25.9,7.1,0.3,,35,,1.1,27.1,11.4,0.3,,43,,1.2
1983/06/30,1983,181,,,,,,,26.6,12.3,1.1,,42,,2.3,23.7,5.7,0.4,,36,,1.1,24.7,10.3,0.4,,47,,1.1
1983/07/01,1983,182,,,,,,,26.1,13.2,0.6,,34,,3.8,24.4,8.4,0.3,,32,,1.7,24.9,11.1,0.3,,40,,2
1983/07/02,1983,183,,,,,,,22.6,9.8,1.2,,17,,1.7,19.7,3.1,0.4,,13,,0.8,16.8,7.6,0.5,,15,,1
1983/07/03,1983,184,,,,,,,20.4,7.4,0.7,,50,,2.4,17.7,-1.4,0.3,,43,,1.6,19.2,3.7,0.3,,55,,1.4
1983/07/04,1983,185,,,,,,,28.1,8.7,0.5,,50,,2.4,24.5,2.6,0.3,,43,,1,26.3,7.2,0.3,,55,,1.5
1983/07/05,1983,186,,,,,,,33.7,15.8,0.6,,50,,2.7,31.6,7.2,0.3,,43,,1.1,32,14.1,0.4,,53,,0.9
1983/07/06,1983,187,,,,,,,32.3,18.7,0.6,,37,,3.6,30.6,10.7,0.3,,33,,1,30.3,17.4,0.4,,40,,1.6
1983/07/07,1983,188,,,,,,,30.9,19.3,0.7,,34,,3,29.4,11.8,0.3,,29,,1,30.2,16.6,0.3,,38,,1.2
1983/07/08,1983,189,,,,,,,30.5,18.8,0.8,,49,,3.9,29.1,11.8,0.4,,43,,1.3,28.5,16.6,0.3,,53,,1.6
1983/07/09,1983,190,,,,,,,28.3,9.3,1.1,,26,,3,26.6,1.6,0.4,,23,,1.2,25.3,0.2,0.4,,28,,1.5
1983/07/10,1983,191,,,,,,,18.2,6.5,0.9,,42,,2.4,15.9,-3.9,0.3,,28,,1.3,15.9,-4,0.3,,45,,1.1
1983/07/11,1983,192,,,,,,,22.9,7.5,1,,51,,2.7,20.3,-2.4,0.3,,35,,1.3,21.4,5.1,0.3,,54,,1.3
1983/07/12,1983,193,,,,,,,29.6,12.4,0.9,,49,,2.5,26.9,2.6,0.3,,36,,1.3,26.8,11.3,0.3,,53,,0.9
1983/07/13,1983,194,,,,,,,33.7,16,0.6,,49,,2.4,30.8,9,0.3,,36,,1.2,30.3,15.6,0.4,,54,,0.8
1983/07/14,1983,195,,,,,,,32.2,13.8,0.5,,45,,3.8,29.7,8.7,0.3,,34,,1.4,29.6,9.3,0.4,,48,,1.5
1983/07/15,1983,196,,,,,,,20.2,9.5,0.9,,18,,2.6,18.1,3.4,0.3,,26,,1.3,16.5,5.6,0.4,,29,,1.1
1983/07/16,1983,197,,,,,,,26.5,11.1,0.5,,47,,3.7,24.6,4.6,0.3,,37,,1.3,23.4,8.5,0.3,,50,,1.6
1983/07/17,1983,198,,,,,,,29.8,14.8,0.4,,49,,4.2,27.9,5.9,0.3,,40,,1.7,26.6,13.8,0.3,,54,,2.1
1983/07/18,1983,199,,,,,,,33.2,14.8,0.4,,46,,3.3,30.2,6.7,0.3,,38,,1.1,29.5,14.3,0.3,,51,,1.6
1983/07/19,1983,200,,,,,,,31.7,17.4,0.5,,48,,3.9,29.8,10.2,0.3,,43,,1.3,28.8,17.4,0.4,,53,,1.3
1983/07/20,1983,201,,,,,,,30.3,17.8,0.5,,44,,2.8,27.9,10.3,0.3,,41,,1.3,27.8,15.2,0.3,,49,,1.4
1983/07/21,1983,202,,,,,,,29.2,15.6,1,,34,,3,26,6.8,0.4,,31,,1.1,27.3,14.5,0.3,,38,,1.1
1983/07/22,1983,203,,,,,,,27.6,15.6,1.2,,38,,3.6,24,7.9,0.4,,36,,1.3,24.1,12,0.4,,42,,1.1
